area,square_ft,price,bedrooms,pricepersq_ft,status,bathrooms,age_of_property
Madhavaram,1083,5252000,2,4850,semi-furnished,2,0
Madhavaram,853,5105000,2,5984,unfurnished,2,1
Madhavaram,1791,8501000,3,4750,semi-furnished,3,0
Madhavaram,1674,8000000,3,4778,unfurnished,3,0
Madhavaram,1053,5158000,2,4899,furnished,2,0
Madhavaram,1254,5956000,2,4750,unfurnished,3,0
Madhavaram,4800,17000000,4,3541,furnished,4,2
Madhavaram,1174,5894000,3,5020,unfurnished,2,2
Madhavaram,1172,5741000,2,4899,semi-furnished,3,0
Madhavaram,850,3600000,2,4235,unfurnished,2,3
Madhavaram,992,4820000,2,4858,unfurnished,2,0
Madhavaram,1422,8800000,3,6188,semi-furnished,3,0
Madhavaram,1172,6200000,3,5290,unfurnished,3,0
Madhavaram,2247,12300000,4,5499,furnished,4,2
Madhavaram,1083,5400000,2,4986,furnished,2,0
Madhavaram,1548,13000000,3,8397,unfurnished,3,0
Madhavaram,1938,11700000,3,6069,semi-furnished,3,0
Madhavaram,1536,8200000,3,5338,unfurnished,3,0
Madhavaram,1172,5700000,3,4863,unfurnished,2,0
Madhavaram,1569,7686000,3,4899,semi-furnished,2,0
Madhavaram,1612,7657000,3,4750,unfurnished,3,0
Madhavaram,920,4704000,2,5113,semi-furnished,2,0
Madhavaram,992,4661000,2,4698,unfurnished,2,0
Madhavaram,995,4874000,2,4899,unfurnished,2,0
Madhavaram,1283,9000000,3,7014,unfurnished,3,0
Madhavaram,1009,4940000,2,4895,unfurnished,2,0
Madhavaram,1536,8500000,3,5533,semi-furnished,2,0
Madhavaram,845,5050000,2,5976,semi-furnished,2,2
Madhavaram,1277,7700000,3,6029,unfurnished,3,0
Madhavaram,992,4463000,2,4499,unfurnished,2,0
Madhavaram,1422,8300000,3,5836,semi-furnished,3,0
Madhavaram,1277,6193000,3,4850,unfurnished,3,0
Madhavaram,2457,13500000,4,5499,unfurnished,4,0
Madhavaram,2247,17200000,3,7654,unfurnished,4,0
Madhavaram,1046,5124000,2,4899,unfurnished,3,0
Madhavaram,1938,11700000,3,1938,unfurnished,3,0
Madhavaram,4800,17000000,4,3541,unfurnished,4,3
Madhavaram,1310,6417000,3,4899,unfurnished,3,0
Madhavaram,1056,5000000,2,4734,semi-furnished,2,0
Madhavaram,992,4850000,2,4889,unfurnished,2,0
Madhavaram,1310,6417000,3,4899,unfurnished,3,0
Madhavaram,1133,5702000,3,5033,unfurnished,3,0
Madhavaram,1422,6682000,3,4699,semi-furnished,2,0
Madhavaram,1310,6417000,3,4899,unfurnished,3,0
Madhavaram,1548,13000000,3,8397,furnished,3,4
Madhavaram,1172,6800000,3,5802,unfurnished,2,0
Madhavaram,992,5800000,2,5846,unfurnished,2,0
Madhavaram,1172,5272000,3,4499,unfurnished,2,0
Madhavaram,2247,12300000,4,5499,unfurnished,4,0
Madhavaram,1083,6079000,2,5613,unfurnished,2,0
Madhavaram,1339,7364000,2,5500,unfurnished,2,0
Madhavaram,2020,12100000,3,5994,unfurnished,3,0
Annanur,795,3489000,2,4388,semi-furnished,2,3
Annanur,890,3699000,2,4157,furnished,2,3
Annanur,785,3599000,2,4585,unfurnished,2,2
Annanur,890,3499000,2,3932,semi-furnished,2,3
Annanur,910,3699000,2,4065,unfurnished,2,3
Annanur,890,3599000,2,4044,semi-furnished,2,3
Annanur,895,3899000,2,4357,furnished,2,3
Annanur,775,3199000,2,4129,semi-furnished,2,3
Annanur,795,3399000,2,4276,furnished,2,3
Annanur,892,3499000,2,3923,unfurnished,2,3
Annanur,785,3299000,2,4203,unfurnished,2,2
Annanur,805,3300000,2,4099,semi-furnished,2,2
Annanur,780,3000000,2,3846,unfurnished,2,1
Annanur,790,3299000,2,4177,furnished,2,1
Annanur,895,3999000,2,4469,semi-furnished,2,2
Annanur,780,3399000,2,4358,furnished,2,1
Annanur,895,3900000,2,4357,semi-furnished,2,1
Annanur,895,3899000,2,4357,unfurnished,2,2
Annanur,785,3299000,2,4203,furnished,2,2
Madipakkam,660,2800000,2,4242,semi-furnished,1,2
Madipakkam,1040,8900000,2,8557,unfurnished,2,1
Madipakkam,1120,7280000,3,6500,semi-furnished,3,0
Madipakkam,1100,6050000,2,5500,unfurnished,2,0
Madipakkam,1512,11800000,3,7804,unfurnished,3,0
Madipakkam,1135,7300000,2,6431,semi-furnished,2,3
Madipakkam,900,5130000,2,5700,furnished,2,0
Madipakkam,804,4720000,2,5870,semi-furnished,2,3
Madipakkam,1156,5630000,2,4870,furnished,2,4
Madipakkam,1506,12100000,3,8084,unfurnished,3,1
Madipakkam,760,5500000,2,7236,furnished,2,0
sithalapakkam,2200,11500000,3,5227,furnished,3,0
sithalapakkam,872,3600000,2,4128,semifurnished,2,3
sithalapakkam,848,2900000,2,3419,semifurnished,1,0
sithalapakkam,1425,6499000,3,4561,semifurnished,3,0
sithalapakkam,920,4500000,2,4891,unfurnished,2,1
sithalapakkam,1718,8340000,3,4854,furnished,3,2
sithalapakkam,945,3514000,2,3719,semifurnished,2,0
sithalapakkam,778,3265000,2,4197,furnished,2,0
sithalapakkam,1340,8660000,2,6462,semifurnished,2,1
sithalapakkam,750,4700000,2,6266,furnished,2,0
sithalapakkam,1350,6500000,3,4814,semifurnished,3,2
sithalapakkam,457,2056000,1,4499,unfurnished,1,4
sithalapakkam,1150,5410000,3,4704,semifurnished,3,2
sithalapakkam,1068,3990000,3,3735,unfurnished,2,0
sithalapakkam,1654,9440000,3,5707,furnished,3,0
sithalapakkam,850,3399000,2,3999,unfurnished,2,0
sithalapakkam,1049,5310000,3,5061,furnished,3,6
sithalapakkam,778,2915000,2,3746,unfurnished,2,0
sithalapakkam,1201,5522000,2,4597,semifurnished,2,1
sithalapakkam,959,3260000,2,3400,unfurnished,2,1
sithalapakkam,867,4410000,2,5086,furnished,2,0
sithalapakkam,840,3000000,2,3571,unfurnished,2,0
sithalapakkam,695,3126000,2,4499,semifurnished,2,1
sithalapakkam,570,4700000,2,8245,furnished,2,0
sithalapakkam,750,2100000,1,2800,unfurnished,1,0
sithalapakkam,1650,7000000,3,4242,semifurnished,3,2
sithalapakkam,800,4000000,2,5000,furnished,2,1
sithalapakkam,872,4000000,2,4587,semifurnished,2,0
sithalapakkam,872,3800000,2,4357,unfurnished,2,6
sithalapakkam,1200,6000000,2,5000,furnished,2,0
sithalapakkam,750,3333000,1,4444,unfurnished,1,5
sithalapakkam,575,4200000,2,7304,furnished,2,0
sithalapakkam,640,2560000,2,4000,semifurnished,2,0
sithalapakkam,1000,4500000,2,4500,furnished,3,1
sithalapakkam,649,2920000,2,4499,semifurnished,2,1
sithalapakkam,732,2635000,2,3600,unfurnished,2,0
sithalapakkam,450,4500000,1,10000,furnished,1,1
sithalapakkam,872,4000000,2,4587,semifurnished,2,0
sithalapakkam,634,2700000,2,4528,semifurnished,2,2
sithalapakkam,825,3800000,2,4606,furnished,2,0
anakaputhur,1300,6000000,3,4615,semifurnished,3,0
anakaputhur,1250,5800000,3,4640,semifurnished,1,2
anakaputhur,1140,3700000,2,3245,unfurnished,2,1
anakaputhur,1500,10100000,2,6762,furnished,2,0
anakaputhur,1338,6000000,3,4484,unfurnished,3,2
anakaputhur,855,4016000,2,4697,unfurnished,2,1
anakaputhur,713,2923000,2,4100,unfurnished,2,0
anakaputhur,840,3685000,2,4386,semifurnished,2,0
anakaputhur,820,3450000,2,4207,semifurnished,2,0
anakaputhur,900,4000000,2,4444,furnished,2,1
anakaputhur,1129,6500000,2,5757,furnished,2,0
anakaputhur,1000,6200000,2,6200,furnished,3,1
anakaputhur,1300,5500000,3,4230,semifurnished,3,0
anakaputhur,1300,6500000,3,5000,furnished,3,5
anakaputhur,1205,5800000,2,4813,semifurnished,1,2
anakaputhur,1228,5156000,3,4198,unfurnished,3,0
anakaputhur,675,2767000,1,4100,semifurnished,1,9
anakaputhur,730,3185000,2,4363,semifurnished,2,2
anakaputhur,1470,8500000,2,5782,furnished,3,6
anakaputhur,1600,8500000,3,5312,furnished,3,0
anakaputhur,900,4000000,1,4444,semifurnished,1,6
anakaputhur,820,3864000,2,4712,semifurnished,2,3
anakaputhur,1600,7500000,3,4687,semifurnished,3,2
anakaputhur,750,2500000,2,3333,unfurnished,2,1
anakaputhur,650,2800000,2,4307,semifurnished,2,0
anakaputhur,769,3200000,2,4161,semifurnished,2,1
anakaputhur,810,3300000,2,4074,semifurnished,2,1
anakaputhur,936,5000000,2,5341,furnished,2,1
anakaputhur,894,3565000,2,3988,unfurnished,2,0
anakaputhur,928,5000000,2,5387,furnished,2,1
anakaputhur,1300,8500000,3,6538,furnished,3,0
anakaputhur,1205,5800000,3,4813,semifurnished,3,2
anakaputhur,1000,4500000,2,4500,semifurnished,2,0
anakaputhur,851,3300000,2,3877,unfurnished,2,1
anakaputhur,519,2400000,1,4624,semifurnished,1,0
anakaputhur,1350,8500000,2,6296,furnished,2,0
anakaputhur,1205,5800000,3,4813,semifurnished,3,2
anakaputhur,1250,8500000,2,6800,furnished,2,1
anakaputhur,1205,5500000,3,4564,semifurnished,3,5
Valasaravakkam,800,6000000,2,7500,unfurnished,2,0
Valasaravakkam,4200,36000000,5,8571,unfurnished,5,2
Valasaravakkam,4000,25000000,5,6250,unfurnished,5,4
Valasaravakkam,796,5333000,2,6699,unfurnished,2,0
Valasaravakkam,6000,47000000,6,7833,unfurnished,6,5
Valasaravakkam,1173,9970000,3,8500,unfurnished,3,0
Valasaravakkam,3500,27500000,4,7857,semi-furnished,4,3
Valasaravakkam,870,6351000,2,7300,furnished,2,3
Valasaravakkam,1622,12400000,3,7644,semi-furnished,3,6
Valasaravakkam,2391,11400000,2,4767,unfurnished,2,0
Valasaravakkam,3200,25000000,6,7812,unfurnished,6,5
Valasaravakkam,934,10800000,3,11563,unfurnished,3,0
Valasaravakkam,1800,11500000,2,6388,semi-furnished,2,3
Valasaravakkam,1290,12000000,3,9302,semi-furnished,2,6
Valasaravakkam,865,6314000,2,7300,unfurnished,2,0
Valasaravakkam,1173,9970000,2,8500,unfurnished,2,0
Valasaravakkam,1275,5900000,2,4627,furnished,2,4
Valasaravakkam,1050,9500000,2,9047,unfurnished,2,0
Valasaravakkam,2200,21000000,5,9545,unfurnished,4,3
Valasaravakkam,2331,26700000,3,11449,unfurnished,3,7
Valasaravakkam,1269,9000000,3,7092,semi-furnished,3,2
Valasaravakkam,1312,9400000,2,7164,furnished,2,5
Valasaravakkam,750,5625000,2,7500,unfurnished,2,0
Valasaravakkam,1018,6820000,2,6700,unfurnished,2,0
Valasaravakkam,5500,50000000,6,9090,unfurnished,6,4
Valasaravakkam,4000,36000000,5,9000,unfurnished,5,6
Valasaravakkam,2143,16900000,3,7886,unfurnished,3,3
Valasaravakkam,835,10000000,2,11976,unfurnished,2,0
Valasaravakkam,1274,10800000,2,8500,unfurnished,2,0
Valasaravakkam,1800,17000000,3,9444,semi-furnished,3,4
Valasaravakkam,872,6900000,2,7912,furnished,2,3
Valasaravakkam,2200,19500000,4,8863,unfurnished,3,2
Valasaravakkam,4555,45000000,4,9879,unfurnished,4,5
Valasaravakkam,1303,11000000,3,8500,unfurnished,3,0
Valasaravakkam,1200,6900000,3,5750,furnished,3,6
Valasaravakkam,1195,8604000,3,7200,furnished,3,2
Valasaravakkam,2000,14000000,4,7000,unfurnished,2,3
Valasaravakkam,500,2500000,1,5000,furnished,1,4
Valasaravakkam,970,6790000,2,7000,semi-furnished,2,0
Valasaravakkam,977,7034000,2,7199,semi-furnished,2,4
Valasaravakkam,3300,23500000,4,7121,unfurnished,4,6
Valasaravakkam,2800,35000000,4,12500,unfurnished,4,3
Valasaravakkam,4555,44900000,5,9857,unfurnished,5,6
Valasaravakkam,1303,11000000,3,8500,unfurnished,3,0
Valasaravakkam,866,6300000,2,7274,semi-furnished,2,1
Valasaravakkam,2140,18000000,3,8411,unfurnished,3,4
Valasaravakkam,1200,6900000,3,5750,furnished,2,3
Valasaravakkam,1860,17500000,3,9408,unfurnished,3,2
Valasaravakkam,750,5625000,2,7500,unfurnished,2,0
Valasaravakkam,1548,15500000,3,10035,unfurnished,3,2
Valasaravakkam,1200,14000000,3,11666,unfurnished,3,4
Valasaravakkam,977,7034000,2,7200,semi-furnished,2,3
Valasaravakkam,5500,55000000,6,10000,unfurnished,6,6
Valasaravakkam,6000,45000000,6,7500,unfurnished,6,3
Valasaravakkam,2139,16900000,3,7900,unfurnished,3,4
Valasaravakkam,2220,22500000,4,10135,unfurnished,4,0
Valasaravakkam,1378,10000000,3,7256,semi-furnished,3,3
Valasaravakkam,2400,12000000,5,5000,semi-furnished,3,6
Valasaravakkam,3200,28000000,3,8750,semi-furnished,3,7
Valasaravakkam,1094,6300000,3,5758,furnished,2,3
Thiruverkadu,2470,16900000,4,6842,unfurnished,4,3
Thiruverkadu,1375,5775000,3,4200,furnished,3,2
Thiruverkadu,722,3475000,2,4813,furnished,2,1
Thiruverkadu,555,2703000,1,4870,semi-furnished,1,2
Thiruverkadu,596,2503000,1,4200,semi-furnished,1,1
Thiruverkadu,800,4599000,2,5748,unfurnished,2,0
Thiruverkadu,935,4000000,3,4278,furnished,2,3
Thiruverkadu,800,3300000,2,4125,semi-furnished,2,2
Thiruverkadu,1009,4792000,2,4750,semi-furnished,2,1
Thiruverkadu,1480,12500000,3,1480,unfurnished,3,1
Thiruverkadu,854,3786000,2,4434,furnished,2,2
Thiruverkadu,571,2777000,1,4863,furnished,1,2
Thiruverkadu,779,3116000,2,4000,unfurnished,2,0
Thiruverkadu,1179,7000000,3,5937,semi-furnished,3,2
Thiruverkadu,1400,6400000,3,4571,semi-furnished,3,9
Thiruverkadu,1005,4221000,2,4200,unfurnished,2,2
Thiruverkadu,937,4450000,2,4750,unfurnished,2,0
Thiruverkadu,1004,4793000,2,4773,semi-furnished,2,2
Thiruverkadu,789,3156000,2,4000,unfurnished,2,0
Thiruverkadu,1607,9500000,3,5911,unfurnished,3,3
Thiruverkadu,818,3635000,2,4444,semi-furnished,2,3
Thiruverkadu,1385,5817000,3,4200,semi-furnished,3,2
Thiruverkadu,638,3106000,2,4868,furnished,2,4
Thiruverkadu,1337,6343000,3,4744,semi-furnished,2,2
Thiruverkadu,1779,12400000,3,6970,unfurnished,3,4
Thiruverkadu,597,2507000,1,4200,furnished,1,2
Thiruverkadu,1355,5691000,3,4200,unfurnished,3,2
Thiruverkadu,520,3108000,2,5973,unfurnished,2,3
Thiruverkadu,700,5000000,1,7142,semi-furnished,2,4
Thiruverkadu,570,2475000,1,4342,semi-furnished,1,2
Thiruverkadu,1600,9500000,3,5937,unfurnished,3,5
Thiruverkadu,1287,6733000,2,5231,unfurnished,2,2
Thiruverkadu,1380,5750000,3,4166,unfurnished,3,5
Thiruverkadu,1560,5500000,3,3525,semi-furnished,3,7
Thiruverkadu,575,2480000,1,4313,furnished,1,2
Thiruverkadu,1095,4599000,2,4200,semi-furnished,2,2
Thiruverkadu,1859,7400000,3,3980,semi-furnished,3,7
Thiruverkadu,667,3233000,2,4848,furnished,2,3
Thiruverkadu,1750,9500000,3,5428,unfurnished,3,5
Thiruverkadu,3000,10000000,5,3333,semi-furnished,8,11
Thiruverkadu,1218,6375000,2,5233,semi-furnished,2,2
Thiruverkadu,570,2500000,2,4385,furnished,2,2
Thiruverkadu,1287,6733000,2,5231,unfurnished,2,2
Thiruverkadu,1090,4578000,2,4200,furnished,2,2
Thiruverkadu,732,3519000,2,4807,unfurnished,2,6
Thiruverkadu,1105,4641000,2,4200,semi-furnished,2,5
Thiruverkadu,2000,13400000,2,6726,unfurnished,2,12
Thiruverkadu,570,2475000,1,4342,furnished,1,2
Thiruverkadu,995,4179000,2,4200,furnished,2,2
Thiruverkadu,1218,6395000,2,5250,semi-furnished,2,2
Jamalia,2000,25000000,2,12500,furnished,5,4
Jamalia,657,5100000,2,7762,furnished,2,4
Jamalia,450,2000000,1,4444,semifurnished,1,6
Jamalia,597,5200000,2,8710,furnished,2,9
Jamalia,460,2300000,1,5000,furnished,1,0
Jamalia,657,4799000,2,7305,furnished,2,5
Puzhal,800,4400000,2,5500,furnished,2,0
Puzhal,900,5800000,2,6444,furnished,2,2
Puzhal,460,2100000,1,4565,unfurnished,1,3
Puzhal,900,5700000,2,6333,furnished,2,3
Puzhal,1405,3400000,3,2419,unfurnished,2,0
Puzhal,460,2070000,1,4500,semifurnished,1,0
Puzhal,1500,6300000,3,4200,semifurnished,3,2
Puzhal,900,5600000,2,6222,furnished,2,0
Puzhal,871,4529000,2,5200,furnished,2,0
Puzhal,706,3177000,2,4500,semifurnished,2,6
Puzhal,1254,5643000,3,4500,semifurnished,3,0
Puzhal,715,3300000,2,4615,semifurnished,2,3
Puzhal,534,2403000,1,4500,semifurnished,1,0
Puzhal,903,6000000,2,6644,furnished,2,0
Puzhal,624,2600000,2,4166,unfurnished,2,1
Puzhal,900,3000000,2,3333,unfurnished,2,1
Puzhal,1000,4500000,2,4500,semifurnished,2,1
Puzhal,1300,6000000,2,4615,semifurnished,2,2
Puzhal,1345,6321000,3,4700,semifurnished,2,1
Puzhal,1000,3800000,1,3800,unfurnished,1,8
Puzhal,900,3000000,2,3333,unfurnished,2,6
Puzhal,950,5200000,2,5473,furnished,2,1
Puzhal,480,2500000,1,5208,furnished,1,7
Puzhal,1382,6495000,3,4700,semifurnished,2,4
Puzhal,5000,21000000,10,4200,furnished,9,0
Puzhal,3100,14000000,5,4516,semifurnished,5,2
Puzhal,1445,6791000,3,4700,semifurnished,2,2
Puzhal,1551,7289000,3,4700,Semifurnished,3,2
Puzhal,1626,7642000,3,4700,Unfurnished,3,2
Oragadam,800,2080000,2,2600,unfurnished,2,0
Oragadam,425,1700000,1,4000,semifurnished,1,2
Oragadam,780,2300000,2,2948,unfurnished,2,0
Oragadam,2804,12600000,4,4493,semifurnished,4,8
Oragadam,375,1200000,1,3200,unfurnished,1,6
Oragadam,1437,5748000,2,4000,unfurnished,1,1
Oragadam,792,2200000,2,2777,unfurnished,2,3
Oragadam,1320,5200000,3,3939,unfurnished,2,4
Oragadam,1894,7576000,3,4000,semifurnished,2,3
Oragadam,650,2300000,2,3537,semifurnished,2,0
Oragadam,875,3500000,2,4000,semifurnished,1,0
Oragadam,1992,7968000,3,4000,semifurnished,3,2
Oragadam,750,2192000,1,2923,unfurnished,1,2
Oragadam,760,2680000,2,3526,semifurnished,2,1
Oragadam,600,3674000,2,6123,furnished,2,0
Oragadam,600,2000000,1,3333,unfurnished,1,0
Oragadam,600,1725000,1,2875,unfurnished,1,9
Oragadam,590,5000000,1,8474,furnished,1,0
Oragadam,501,2500000,2,4990,furnished,2,3
Oragadam,1859,9000000,3,4841,unfurnished,3,2
Oragadam,840,3000000,2,3571,semifurnished,2,0
Oragadam,953,2800000,2,2938,unfurnished,2,7
Oragadam,2804,11200000,4,3994,semifurnished,4,0
Oragadam,500,1550000,2,3100,unfurnished,2,0
Oragadam,600,1963000,1,3272,unfurnished,1,3
Oragadam,520,2080000,1,4000,furnished,1,2
Oragadam,840,3000000,2,3571,semifurnished,2,0
Oragadam,1000,1200000,2,1200,unfurnished,2,1
Oragadam,1185,5500000,2,4641,semifurnished,2,0
Oragadam,900,2790000,2,3100,unfurnished,2,1
Oragadam,600,1440000,1,2400,unfurnished,1,0
Oragadam,1107,5500000,2,4968,semifurnished,3,0
Oragadam,1050,3680000,3,3508,semifurnished,3,2
Oragadam,1300,4200000,3,3230,Unfurnished,3,4
Oragadam,985,3700000,2,3756,Unfurnished,2,9
Oragadam,680,2200000,1,3235,Unfurnished,2,5
Oragadam,600,2000000,2,3333,Unfurnished,2,1
Oragadam,1450,6600000,1,4551,Semifurnished,2,0
Oragadam,1200,3500000,3,2916,Semifurnished,3,0
Oragadam,1859,8500000,3,4572,Semifurnished,2,1
Oragadam,570,1720000,1,3017,Unfurnished,1,0
Oragadam,650,2000000,1,3076,Unfurnished,1,0
Oragadam,550,3000000,2,5454,furnished,1,7
Oragadam,824,4000000,1,4854,semifurnished,1,0
